Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Germany,DEU,100,102.3007400568,100.2344510377,99.1337393987,100.1989858339
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ghana,GHA,100,103.0270668001,102.7384471089,110.5016765559,112.3793396122
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Gibraltar,GIB,100,107.1666656999,93.9582491925,86.0533073354,88.9430652632
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Greece,GRC,100,99.248220947,99.8074838301,99.3892573,98.0044928668
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Greenland,GRL,100,107.8195358235,106.99509428,103.7352625751,105.2839020162
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Grenada,GRD,100,99.9772071191,90.956056527,85.4932880258,84.7492536301
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guam,GUM,100,109.5303657514,113.2992255215,104.775035818,106.368155687
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guatemala,GTM,100,108.2418463894,105.6524351995,99.1817645591,99.7834646288
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guinea,GIN,100,104.233532133,109.4388994245,107.9669299046,106.6437772505
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guinea-Bissau,GNB,100,106.9715407249,109.7518971561,109.0870048015,109.2867038492
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Guyana,GUY,100,111.6278322861,108.4039918605,103.2925685241,109.3634309542
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Haiti,HTI,100,98.7885107818,100.2024842726,98.8458098175,99.9385154922
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Honduras,HND,100,100.3384135703,100.5935091522,94.3511256959,92.5426594481
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Hong Kong SAR, China",HKG,100,100.4735028476,100.2400354644,100.134251273,100.0867584651
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Hungary,HUN,100,101.1680385212,102.022201075,101.6713992748,102.045430243
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Iceland,ISL,100,98.1249249921,97.0845024468,93.8781510009,94.7682048283
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,India,IND,100,105.321171053,98.5223347933,93.3115353518,95.4083069034
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Indonesia,IDN,100,101.5418974119,101.2075616206,100.560878646,100.9991068291
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Iran, Islamic Rep.",IRN,100,88.6089417651,103.8576629178,120.4132266517,114.5295700454
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Iraq,IRQ,100,85.1606854306,108.871488212,136.6712964737,126.6470229855
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ireland,IRL,100,101.2124212235,98.6482871851,94.3205212308,95.7844103347
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Isle of Man,IMN,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Israel,ISR,100,101.7372625401,98.7149115011,95.4422516201,97.6717862805
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Italy,ITA,100,102.6615041529,99.7406200613,98.5529446312,100.9415740246
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Jamaica,JAM,100,100.680387714,108.459510965,107.1074132063,100.7540796594
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Japan,JPN,100,108.5423398732,102.9912175576,97.0906351947,98.6606121107
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Jordan,JOR,100,90.6440914874,92.7602333674,98.9364580868,95.3792430653
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kazakhstan,KAZ,100,89.2549028002,105.8509842848,123.0727163662,113.4860980245
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kenya,KEN,100,99.7216503957,104.6033030797,98.3679403125,99.098562776
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kiribati,KIR,100,110.7711284851,112.9641379439,109.1076206101,104.8291672038
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Korea, Dem. People's Rep.",PRK,100,100.7696958976,113.1957718906,117.1872956367,115.0678788249
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Korea, Rep.",KOR,100,100.9974259939,100.6376925287,95.4365792243,91.4945780192
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kosovo,XKX,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kuwait,KWT,100,85.8489133019,103.3721003755,125.1340927038,116.0077434162
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Kyrgyz Republic,KGZ,100,107.8508411295,109.8427435983,106.8977212868,111.9751620031
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lao PDR,LAO,100,100.5260804359,106.8870437937,114.3910180927,111.5043379688
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Latvia,LVA,100,101.62185603,100.4206532098,102.0892687473,102.5547444783
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lebanon,LBN,100,106.1285481641,104.4920286805,102.3548345441,105.8003442223
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lesotho,LSO,100,103.2776683804,96.5294071417,92.0683953361,93.0745320814
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Liberia,LBR,100,103.8863273414,107.4135334018,107.246060268,121.647633795
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Libya,LBY,100,85.0598068102,99.2062220214,123.4306274721,112.9050320095
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Liechtenstein,LIE,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Lithuania,LTU,100,100.8722591063,100.2301143576,99.7794542603,100.442527397
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Luxembourg,LUX,100,97.4202218371,96.0952717457,94.0202648582,92.3744265249
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Macao SAR, China",MAC,100,100.1816982635,99.2907357819,97.9634454463,97.2712497335
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,North Macedonia,MKD,100,99.4115671039,98.0267004118,96.9786414263,97.1477293984
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Madagascar,MDG,100,97.0511537611,87.1504070259,75.8636292629,74.7043848818
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Malawi,MWI,100,105.6609737376,102.9140412234,97.3626274965,94.2538120218
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Malaysia,MYS,100,96.6867726477,97.7387178381,97.3761871788,98.4655372055
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Maldives,MDV,100,102.5881563247,107.5966359915,111.1577171783,110.7791617703
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mali,MLI,100,111.7174872492,109.7066957536,103.8257337385,112.7819461566
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Malta,MLT,100,101.8741829521,99.2647354759,98.7367222456,100.1041818739
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Marshall Islands,MHL,100,100.7983612382,102.3598722989,102.0585292441,102.3590319854
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mauritania,MRT,100,104.4633309365,111.7451547829,106.9182456351,122.5526454198
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mauritius,MUS,100,106.6657138412,99.9214317617,94.2689486493,97.3129510754
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mexico,MEX,100,93.9288833684,98.1160863997,100.4576825573,101.3974374678
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Micronesia, Fed. Sts.",FSM,100,109.4425967574,108.2171984798,106.958228128,108.8688422277
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Moldova,MDA,100,102.8067361643,102.6840258038,98.8990856143,98.3114651069
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Monaco,MCO,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mongolia,MNG,100,101.1515091922,124.7633728532,126.2342949898,124.8132707999
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Montenegro,MNE,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Morocco,MAR,100,100.5994814286,94.9264527763,91.486894576,91.6523307234
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Mozambique,MOZ,100,100.6197454333,112.4842727572,114.8341884871,106.9067550184
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Myanmar,MMR,100,94.8749880877,98.6114337157,98.8389877438,91.3259970312
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Namibia,NAM,100,101.0466384632,102.0437053412,102.3223755816,103.7394581494
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Nauru,NRU,100,86.4554356303,82.2776215734,76.5481063512,80.8676454805
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Nepal,NPL,100,99.9502132189,94.6227794904,88.942905345,87.3696566322
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Netherlands,NLD,100,100.8394928677,99.9181787158,99.7486633333,99.650661994
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,New Caledonia,NCL,100,95.2329893175,104.9041025214,110.958720917,111.6594182007
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,New Zealand,NZL,100,100.3131637648,109.4628731105,108.805211911,110.1836617886
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Nicaragua,NIC,100,99.0905670576,96.9008875094,88.9424323999,91.994439918
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Niger,NER,100,92.1423914151,92.9646109795,92.2328196141,90.7205127045
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Nigeria,NGA,100,86.9949099097,102.8829166255,121.9568692936,110.5361032339
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Northern Mariana Islands,MNP,100,101.5209618697,109.2764847376,109.9257977721,101.9136342703
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Norway,NOR,100,89.0085120933,96.6121380217,107.3444119247,93.4534224988
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Oman,OMN,100,71.0262581869,80.7819419229,92.9156953821,84.3997719443
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Pakistan,PAK,100,106.2980622869,105.4627446454,104.5681173384,108.5863194616
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Palau,PLW,100,105.4677576026,104.5868422163,100.4438556957,99.6479540192
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Panama,PAN,100,98.2888535654,100.0523149432,101.8473436028,99.725612564
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Papua New Guinea,PNG,100,98.3553154768,105.214196641,105.5938144859,97.5699877822
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Paraguay,PRY,100,100.3496077191,99.2325149765,96.94591656,93.5732229642
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Peru,PER,100,99.7637485488,107.2102087441,106.7291151101,104.9307844339
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Philippines,PHL,100,104.272017783,99.0678618053,96.3374926721,98.131475858
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Poland,POL,100,100.3632979656,98.8233353641,98.0900310989,98.6642226539
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Portugal,PRT,100,100.8849006602,99.5430006106,98.8356450862,99.2048347767
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Puerto Rico,PRI,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Qatar,QAT,100,78.0795955586,94.1000619973,112.5933249656,87.0697085152
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Romania,ROU,100,100.2099789609,98.0503863444,98.0409198185,98.5447483705
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Russian Federation,RUS,100,81.5195071525,92.230230569,108.0862066699,109.3195554812
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Rwanda,RWA,100,106.256574595,111.6371563153,106.0868348385,107.8630133981
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Samoa,WSM,100,104.3981355557,102.5591725972,101.4529378457,102.2209504795
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,San Marino,SMR,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sao Tome and Principe,STP,100,95.0241092371,76.0059673223,76.0750074061,79.1740012447
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Saudi Arabia,SAU,100,89.0067502415,111.9274832711,125.0010893385,127.6565464948
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Senegal,SEN,100,102.2053160667,102.7297549389,102.1447502747,103.1746351959
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Serbia,SRB,100,101.5442371509,99.5269969598,97.7905201595,98.9207385897
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Seychelles,SYC,100,103.6933054682,106.0515024364,104.6555428709,103.2147460983
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sierra Leone,SLE,100,107.1538468146,118.3333984764,117.8256249485,113.532151134
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Singapore,SGP,100,98.6428630714,96.3180906691,95.0113548317,94.4875491934
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sint Maarten (Dutch part),SXM,100,98.844918954,107.2911566912,111.8240753172,110.4921907931
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Slovak Republic,SVK,100,101.1503186589,102.8273466182,102.8184223077,101.7633172822
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Slovenia,SVN,100,100.2291217185,99.0395739348,98.058051083,99.0384256127
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Solomon Islands,SLB,100,100.2184488236,103.1487516538,96.7616685229,90.1423220016
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Somalia,SOM,100,101.7833464607,105.7622961038,105.2715754377,106.4815284945
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,South Africa,ZAF,100,103.7795850176,108.5089752105,105.9383350354,111.8413339402
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,South Sudan,SSD,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Spain,ESP,100,101.14694815,99.6416894803,97.6646819888,98.187052848
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sri Lanka,LKA,100,104.0315271257,105.3354883907,105.6030861681,103.7294277423
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Kitts and Nevis,KNA,100,100.1440917119,98.0058328422,94.5133294322,92.605209199
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Lucia,LCA,100,90.2597141846,96.5725789161,103.765700611,101.4048127012
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Martin (French part),MAF,100,98.844918954,107.2911566912,111.8240753172,110.4921907931
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,St. Vincent and the Grenadines,VCT,100,97.8933067801,103.2585952681,114.2392390934,93.9715467426
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sudan,SDN,100,96.1032630323,107.6715721607,106.5071148762,113.2201000399
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Suriname,SUR,100,109.3310126253,108.6430383587,105.5119355639,115.1463645352
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Eswatini,SWZ,100,109.9273641707,106.0863735852,99.828515923,94.0535239827
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Sweden,SWE,100,99.5120376941,97.7589036615,97.1586986554,99.0892826312
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Switzerland,CHE,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Syrian Arab Republic,SYR,100,98.9198856957,99.557361661,96.0880710848,98.3512366454
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tajikistan,TJK,100,112.170239203,126.4839251999,129.9368214851,120.7258937779
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tanzania,TZA,100,107.5454259564,104.1115728162,101.034726439,105.6175575505
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Thailand,THA,100,102.4681570962,100.7010708983,98.5364698069,98.5948441648
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Timor-Leste,TLS,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Togo,TGO,100,104.9911681876,103.1012057156,104.6769730553,103.0949510688
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tonga,TON,100,106.8701216627,102.2322159427,97.7327093423,101.9655161863
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Trinidad and Tobago,TTO,100,89.20595824,94.9619694086,99.723277618,85.1256323708
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tunisia,TUN,100,101.4893907922,97.5481534624,96.5360044512,96.1494415438
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turkiye,TUR,100,104.0498405441,98.6076511025,94.9721437221,94.733511193
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turkmenistan,TKM,100,73.0576507837,90.520154802,110.7291317393,72.9833142234
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Turks and Caicos Islands,TCA,100,101.3093407271,99.5543729722,101.6193224654,99.5609825009
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Tuvalu,TUV,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Uganda,UGA,100,106.0308760809,102.8393812001,95.0071445696,97.7091920222
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ukraine,UKR,100,99.7925311198,101.4557399736,101.0040225126,100.9032200926
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United Arab Emirates,ARE,100,95.6540007745,102.6888773079,110.2376699338,106.5356213019
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United Kingdom,GBR,100,89.7605507078,91.7555320538,96.5174374317,86.9613612293
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,United States,USA,100,100.0834725,99.594485,99.84264359,100.3187251
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Uruguay,URY,100,102.768311262,102.3420801435,97.4121431155,100.4017764181
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Uzbekistan,UZB,100,98.9327865232,103.5521385456,108.5302624136,104.2293994905
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Vanuatu,VUT,100,108.332621951,107.4652023486,102.407741678,103.7027268639
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Venezuela, RB",VEN,100,86.1848265731,95.8519788387,121.1817316177,104.0750358985
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Viet Nam,VNM,100,103.8457475003,104.2102250508,102.5841634157,105.0521391387
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Virgin Islands (U.S.),VIR,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,West Bank and Gaza,PSE,100,103.0609106388,99.1785314049,92.4824824677,94.7126950579
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Yemen, Rep.",YEM,100,95.5124262892,105.8535394869,118.4928267669,114.0583733651
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Zambia,ZMB,100,97.4383276846,108.2090304487,103.0574628807,99.7582328237
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Zimbabwe,ZWE,100,103.2426033357,102.9828625501,100.2339162115,103.4307124319
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Afghanistan,AFG,2596917266.2,2596050086.4,2751986638.9,2678760424.2,2661685956.5
